Year,Date,RoundID,Stage,MatchID,Country,City,Stadium,Home_Team_Name,Home_Team_Initials,Half_Time_Home_Goals,Home_Team_Goals,Away_Team_Name,Away_Team_Initials,Half_Time_Away_Goals,Away_Team_Goals,Half_Time_Goals,Goals,Outcome_Of_The_Match,Win_Conditions,Attendance,Referee,Assistant_1,Assistant_2
1998,26-06-1998,1014,Group G,8770,Colombia,Lens ,Stade Felix Bollaert,Colombia,COL,0,0,England,ENG,2,2,2,2,Away_Team_Win, ,38100,BRIZIO CARTER Arturo (MEX),RAUSIS Laurent (SUI),SALINAS Reynaldo (HON)
1998,27-06-1998,1024,Round of 16,8774,Italy,Marseilles ,Stade V�lodrome,Italy,ITA,1,1,Norway,NOR,0,0,1,1,Home_Team_Win, ,55000,HEYNEMANN Bernd (GER),SCHNEIDER Erich (GER),VAN DEN BROECK Marc (BEL)
1998,27-06-1998,1024,Round of 16,8773,Brazil,Paris ,Parc des Princes,Brazil,BRA,3,4,Chile,CHI,0,1,3,5,Home_Team_Win, ,45500,BATTA Marc (FRA),POUDEVIGNE Jacques (FRA),POWELL Owen (JAM)
1998,28-06-1998,1024,Round of 16,8776,France,Lens ,Stade Felix Bollaert,France,FRA,0,1,Paraguay,PAR,0,0,0,1,Home_Team_Win,France win after extra time ,31800,BUJSAIM Ali (UAE),WICKRAMATUNGA Nimal (SRI),FRED Lencie (VAN)
1998,28-06-1998,1024,Round of 16,8775,Nigeria,Saint-Denis ,Stade de France,Nigeria,NGA,0,1,Denmark,DEN,2,4,2,5,Away_Team_Win, ,77000,MEIER Urs (SUI),GHADANFARI Hussain (KUW),TRESACO GRACIA Fernando (ESP)
1998,29-06-1998,1024,Round of 16,8777,Germany,Montpellier ,La Mosson,Germany,GER,0,2,Mexico,MEX,0,1,0,3,Home_Team_Win, ,29800,MELO PEREIRA Vitor (POR),MANSRI Mohamed (TUN),SALIE Achmat (RSA)
1998,29-06-1998,1024,Round of 16,8778,Netherlands,Toulouse ,Stade Municipal,Netherlands,NED,1,2,Yugoslavia,YUG,0,1,1,3,Home_Team_Win, ,33500,GARCIA ARANDA Jose Maria (ESP),RAUSIS Laurent (SUI),GRIGORESCU Nicolae (ROU)
1998,30-06-1998,1024,Round of 16,8780,Romania,Bordeaux ,Stade du Parc Lescure,Romania,ROU,0,0,Croatia,CRO,1,1,1,1,Away_Team_Win, ,31800,CASTRILLI Javier (ARG),ROSSI Claudio (ARG),PINTO Arnaldo (BRA)
1998,30-06-1998,1024,Round of 16,8779,Argentina,Saint-Etienne ,Stade Geoffroy Guichard,Argentina,ARG,0,2,England,ENG,0,2,0,4,DRAW,Argentina win on penalties (4 - 3) ,30600,NIELSEN Kim Milton (DEN),ABDUL HAMID Halim (MAS),AL MUSAWI Mohamed (OMA)
1998,03-07-1998,1025,Quarter-finals,8781,Italy,Saint-Denis ,Stade de France,Italy,ITA,0,0,France,FRA,0,0,0,0,DRAW,France win on penalties (3 - 4) ,77000,DALLAS Hugh (SCO),WARREN Mark (ENG),GRIGORESCU Nicolae (ROU)
1998,03-07-1998,1025,Quarter-finals,8782,Brazil,Nantes ,La Beaujoire,Brazil,BRA,2,3,Denmark,DEN,1,2,3,5,Home_Team_Win, ,35500,EL GHANDOUR Gamal (EGY),MANSRI Mohamed (TUN),DANTE Dramane (MLI)
1998,04-07-1998,1025,Quarter-finals,8784,Netherlands,Marseilles ,Stade V�lodrome,Netherlands,NED,1,2,Argentina,ARG,1,1,2,3,Home_Team_Win, ,55000,BRIZIO CARTER Arturo (MEX),POWELL Owen (JAM),SALINAS Reynaldo (HON)
1998,04-07-1998,1025,Quarter-finals,8783,Germany,Lyon ,Stade de Gerland,Germany,GER,0,0,Croatia,CRO,1,3,1,3,Away_Team_Win, ,39100,PEDERSEN Rune (NOR),NILSSON Mikael (SWE),VAN DEN BROECK Marc (BEL)
1998,07-07-1998,1026,Semi-finals,8785,Brazil,Marseilles ,Stade V�lodrome,Brazil,BRA,0,1,Netherlands,NED,0,1,0,2,DRAW,Brazil win on penalties (4 - 2) ,54000,BUJSAIM Ali (UAE),GHADANFARI Hussain (KUW),AL MUSAWI Mohamed (OMA)
1998,08-07-1998,1026,Semi-finals,8786,France,Saint-Denis ,Stade de France,France,FRA,0,2,Croatia,CRO,0,1,0,3,Home_Team_Win, ,76000,GARCIA ARANDA Jose Maria (ESP),TRESACO GRACIA Fernando (ESP),DIAZ GALVEZ Jorge (CHI)
1998,11-07-1998,1028,Match for third place,8787,Netherlands,Paris ,Parc des Princes,Netherlands,NED,1,1,Croatia,CRO,2,2,3,3,Away_Team_Win, ,45500,GONZALEZ CHAVEZ Epifanio (PAR),ZAMMIT Emanuel (MLT),FRED Lencie (VAN)
1998,12-07-1998,1027,Final,8788,Brazil,Saint-Denis ,Stade de France,Brazil,BRA,0,0,France,FRA,2,3,2,3,Away_Team_Win, ,80000,BELQOLA Said (MAR),WARREN Mark (ENG),SALIE Achmat (RSA)
2002,31-05-2002,43950100,Group A,43950001,France,Seoul ,Seoul World Cup Stadium,France,FRA,0,0,Senegal,SEN,1,1,1,1,Away_Team_Win, ,62561,BUJSAIM Ali (UAE),ALTRAIFI Ali (KSA),RATTALINO Jorge (ARG)
2002,01-06-2002,43950100,Group A,43950003,Uruguay,Ulsan ,Munsu Football Stadium,Uruguay,URU,0,1,Denmark,DEN,1,2,1,3,Away_Team_Win, ,30157,MANE Saad (KUW),HASSOUNEH Awni (JOR),DANTE Dramane (MLI)
2002,01-06-2002,43950100,Group E,43950002,Ireland,Niigata ,Niigata Stadium Big Swan,Ireland,IRL,0,1,Cameroon,CMR,1,1,1,2,DRAW, ,33679,KAMIKAWA Toru (JPN),AWANG HAMAT Mat Lazim (MAS),VAN NYLEN Roland (BEL)
2002,01-06-2002,43950100,Group E,43950004,Germany,Sapporo ,Sapporo Dome,Germany,GER,4,8,Saudi Arabia,KSA,0,0,4,8,Home_Team_Win, ,32218,AQUINO Ubaldo (PAR),GIACOMUZZI Miguel (PAR),RAGOONATH Michael (TRI)
2002,02-06-2002,43950100,Group F,43950007,Argentina,Ibaraki ,Kashima Stadium,Argentina,ARG,0,1,Nigeria,NGA,0,0,0,1,Home_Team_Win, ,34050,VEISSIERE Gilles (FRA),ARNAULT Frederic (FRA),MUELLER Heiner (GER)
2002,02-06-2002,43950100,Group B,43950006,Paraguay,Busan ,Busan Asiad Main Stadium,Paraguay,PAR,1,2,South Africa,RSA,0,2,1,4,DRAW, ,25186,MICHEL Lubos (SVK),SRAMKA Igor (SVK),CHARLES Curtis (ATG)
2002,02-06-2002,43950100,Group F,43950005,England,Saitama ,Saitama Stadium 2002,England,ENG,1,1,Sweden,SWE,0,1,1,2,DRAW, ,52721,SIMON Carlos (BRA),OLIVEIRA Jorge (BRA),DUPANOV Yuri (BLR)
2002,02-06-2002,43950100,Group B,43950008,Spain,Gwangju ,Gwangju World Cup Stadium,Spain,ESP,1,3,Slovenia,SVN,0,1,1,4,Home_Team_Win, ,28598,GUEZZAZ Mohammed (MAR),TOMUSANGE Ali (UGA),BEREUTER Egon (AUT)
2002,03 June 200,43950100,Group C,43950010,Brazil,Ulsan ,Munsu Football Stadium,Brazil,BRA,0,2,Turkey,TUR,1,1,1,3,Home_Team_Win, ,33842,KIM Young Joo (KOR),KRISHNAN Visva (SIN),FERNANDEZ Vladimir (SLV)
2002,03-06-2002,43950100,Group G,43950011,Italy,Sapporo ,Sapporo Dome,Italy,ITA,2,2,Ecuador,ECU,0,0,2,2,Home_Team_Win, ,31081,HALL Brian (USA),VERGARA Hector (CAN),SHARP Philip (ENG)
2002,03-06-2002,43950100,Group G,43950009,Croatia,Niigata ,Niigata Stadium Big Swan,Croatia,CRO,0,0,Mexico,MEX,0,1,0,1,Away_Team_Win, ,32239,JUN Lu (CHN),KOMALEESWARAN Sankar (IND),ADJENGUI Taoufik (TUN)
2002,04 June 200,43950100,Group C,43950012,China,Gwangju ,Gwangju World Cup Stadium,China,CHN,0,0,Costa Rica,CRC,0,2,0,2,Away_Team_Win, ,27217,VASSARAS Kyros (GRE),MATOS Carlos (POR),POOL Jaap (NED)
2002,04 June 200,43950100,Group H,43950013,Japan,Saitama ,Saitama Stadium 2002,Japan,JPN,0,2,Belgium,BEL,0,2,0,4,DRAW, ,55256,MATTUS William (CRC),KOLEIT Haidar (LIB),DUPANOV Yuri (BLR)
2002,04-06-2002,43950100,Group D,43950014,Korea Republic,Busan ,Busan Asiad Main Stadium,Korea Republic,KOR,1,2,Poland,POL,0,0,1,2,Home_Team_Win, ,48760,RUIZ Oscar (COL),DORIRI Elise (VAN),LINDBERG Leif (SWE)
2002,05-06-2002,43950100,Group H,43950015,Russia,Kobe ,Kobe Wing Stadium,Russia,RUS,0,2,Tunisia,TUN,0,0,0,2,Home_Team_Win, ,30957,PRENDERGAST Peter (JAM),RAGOONATH Michael (TRI),SMITH Paul (NZL)
2002,05-06-2002,43950100,Group D,43950016,USA,Suwon ,Suwon World Cup Stadium,USA,USA,3,3,Portugal,POR,1,2,4,5,Home_Team_Win, ,37306,MORENO Byron (ECU),FIERRO Bomer (ECU),HASSOUNEH Awni (JOR)
2002,05-06-2002,43950100,Group E,43950017,Germany,Ibaraki ,Kashima Stadium,Germany,GER,1,1,Ireland,IRL,0,1,1,2,DRAW, ,35854,NIELSEN Kim Milton (DEN),LARSEN Jens (DEN),AMLER Evzen (CZE)
2002,06-06-2002,43950100,Group A,43950020,Denmark,Daegu ,Daegu World Cup Stadium,Denmark,DEN,1,1,Senegal,SEN,0,1,1,2,DRAW, ,43500,BATRES Carlos (GUA),SZEKELY Ferenc (HUN),KRISHNAN Visva (SIN)
2002,06-06-2002,43950100,Group E,43950019,Cameroon,Saitama ,Saitama Stadium 2002,Cameroon,CMR,0,1,Saudi Arabia,KSA,0,0,0,1,Home_Team_Win, ,52328,HAUGE Terje (NOR),VAN NYLEN Roland (BEL),WIERZBOWSKI Maciej (POL)
2002,06-06-2002,43950100,Group A,43950018,France,Busan ,Busan Asiad Main Stadium,France,FRA,0,0,Uruguay,URU,0,0,0,0,DRAW, ,38289,RAMOS RIZO Felipe (MEX),FERNANDEZ Vladimir (SLV),CHARLES Curtis (ATG)
2002,07-06-2002,43950100,Group F,43950021,Sweden,Kobe ,Kobe Wing Stadium,Sweden,SWE,1,2,Nigeria,NGA,1,1,2,3,Home_Team_Win, ,36194,ORTUBE Rene (BOL),GIACOMUZZI Miguel (PAR),AWANG HAMAT Mat Lazim (MAS)
2002,07-06-2002,43950100,Group F,43950023,Argentina,Sapporo ,Sapporo Dome,Argentina,ARG,0,0,England,ENG,1,1,1,1,Away_Team_Win, ,35927,COLLINA Pierluigi (ITA),VERGARA Hector (CAN),SAEED Mohamed (MDV)
2002,07 June 200,43950100,Group B,43950022,Spain,Jeonju ,Jeonju World Cup Stadium,Spain,ESP,0,3,Paraguay,PAR,1,1,1,4,Home_Team_Win, ,24000,EL GHANDOUR Gamal (EGY),FARAG Wagih (EGY),MUDZAMIRI Brighton (ZIM)
2002,08-06-2002,43950100,Group B,43950024,South Africa,Daegu ,Daegu World Cup Stadium,South Africa,RSA,1,1,Slovenia,SVN,0,0,1,1,Home_Team_Win, ,47226,SANCHEZ Angel (ARG),RATTALINO Jorge (ARG),ALTRAIFI Ali (KSA)
2002,08-06-2002,43950100,Group C,43950026,Brazil,Jeju ,Jeju World Cup Stadium,Brazil,BRA,3,4,China,CHN,0,0,3,4,Home_Team_Win, ,36750,FRISK Anders (SWE),LINDBERG Leif (SWE),FIERRO Bomer (ECU)
2002,08 June 200,43950100,Group G,43950025,Italy,Ibaraki ,Kashima Stadium,Italy,ITA,0,1,Croatia,CRO,0,2,0,3,Away_Team_Win, ,36472,POLL Graham (ENG),SHARP Philip (ENG),LARSEN Jens (DEN)
2002,09-06-2002,43950100,Group C,43950028,Costa Rica,Incheon ,Incheon Football Stadium,Costa Rica,CRC,0,1,Turkey,TUR,0,1,0,2,DRAW, ,42299,CODJIA Coffi (BEN),DANTE Dramane (MLI),MUDZAMIRI Brighton (ZIM)
2002,09-06-2002,43950100,Group H,43950029,Japan,Yokohama ,International Stadium Yokohama,Japan,JPN,0,1,Russia,RUS,0,0,0,1,Home_Team_Win, ,66108,MERK Markus (GER),MUELLER Heiner (GER),AMLER Evzen (CZE)
2002,09-06-2002,43950100,Group G,43950027,Mexico,Rifu ,Miyagi Stadium,Mexico,MEX,1,2,Ecuador,ECU,1,1,2,3,Home_Team_Win, ,45610,DAAMI Mourad (TUN),ADJENGUI Taoufik (TUN),KOLEIT Haidar (LIB)
2002,10-06-2002,43950100,Group D,43950030,Korea Republic,Daegu ,Daegu World Cup Stadium,Korea Republic,KOR,0,1,USA,USA,1,1,1,2,DRAW, ,60778,MEIER Urs (SUI),BEREUTER Egon (AUT),TOMUSANGE Ali (UGA)
2002,10-06-2002,43950100,Group D,43950032,Portugal,Jeonju ,Jeonju World Cup Stadium,Portugal,POR,1,4,Poland,POL,0,0,1,4,Home_Team_Win, ,31000,DALLAS Hugh (SCO),SRAMKA Igor (SVK),FARAG Wagih (EGY)
2002,10-06-2002,43950100,Group H,43950031,Tunisia,Oita ,Oita Stadium Big Eye,Tunisia,TUN,1,1,Belgium,BEL,1,1,2,2,DRAW, ,39700,SHIELD Mark (AUS),SMITH Paul (NZL),KOMALEESWARAN Sankar (IND)
2002,11-06-2002,43950100,Group A,43950033,Denmark,Incheon ,Incheon Football Stadium,Denmark,DEN,1,2,France,FRA,0,0,1,2,Home_Team_Win, ,48100,MELO PEREIRA Vitor (POR),MATOS Carlos (POR),DORIRI Elise (VAN)
2002,11 June 200,43950100,Group A,43950034,Senegal,Suwon ,Suwon World Cup Stadium,Senegal,SEN,3,3,Uruguay,URU,0,3,3,6,DRAW, ,33681,WEGEREEF Jan (NED),POOL Jaap (NED),SZEKELY Ferenc (HUN)
2002,11-06-2002,43950100,Group E,43950036,Saudi Arabia,Yokohama ,International Stadium Yokohama,Saudi Arabia,KSA,0,0,Ireland,IRL,1,3,1,3,Away_Team_Win, ,65320,NDOYE Falla (SEN),WIERZBOWSKI Maciej (POL),ARNAULT Frederic (FRA)
2002,11-06-2002,43950100,Group E,43950035,Cameroon,Shizuoka ,Shizuoka Stadium Ecopa,Cameroon,CMR,0,0,Germany,GER,0,2,0,2,Away_Team_Win, ,47085,LOPEZ NIETO Antonio (ESP),SAEED Mohamed (MDV),OLIVEIRA Jorge (BRA)
2002,12-06-2002,43950100,Group F,43950037,Sweden,Rifu ,Miyagi Stadium,Sweden,SWE,0,1,Argentina,ARG,0,1,0,2,DRAW, ,45777,BUJSAIM Ali (UAE),MUELLER Heiner (GER),RAGOONATH Michael (TRI)
2002,12-06-2002,43950100,Group F,43950038,Nigeria,Osaka ,Osaka Nagai Stadium,Nigeria,NGA,0,0,England,ENG,0,0,0,0,DRAW, ,44864,HALL Brian (USA),VERGARA Hector (CAN),AMLER Evzen (CZE)
2002,12-06-2002,43950100,Group B,43950040,Slovenia,Jeju ,Jeju World Cup Stadium,Slovenia,SVN,1,1,Paraguay,PAR,0,3,1,4,Away_Team_Win, ,30176,RAMOS RIZO Felipe (MEX),LINDBERG Leif (SWE),KRISHNAN Visva (SIN)
2002,12-06-2002,43950100,Group B,43950039,South Africa,Daejeon ,Daejeon World Cup Stadium,South Africa,RSA,1,2,Spain,ESP,2,3,3,5,Away_Team_Win, ,31024,MANE Saad (KUW),RATTALINO Jorge (ARG),HASSOUNEH Awni (JOR)
2002,13-06-2002,43950100,Group C,43950041,Costa Rica,Suwon ,Suwon World Cup Stadium,Costa Rica,CRC,1,2,Brazil,BRA,3,5,4,7,Away_Team_Win, ,38524,EL GHANDOUR Gamal (EGY),FARAG Wagih (EGY),BEREUTER Egon (AUT)
2002,13-06-2002,43950100,Group C,43950042,Turkey,Seoul ,Seoul World Cup Stadium,Turkey,TUR,2,3,China,CHN,0,0,2,3,Home_Team_Win, ,43605,RUIZ Oscar (COL),TOMUSANGE Ali (UGA),CHARLES Curtis (ATG)
2002,13-06-2002,43950100,Group G,43950044,Ecuador,Yokohama ,International Stadium Yokohama,Ecuador,ECU,0,1,Croatia,CRO,0,0,0,1,Home_Team_Win, ,65862,MATTUS William (CRC),GIACOMUZZI Miguel (PAR),VAN NYLEN Roland (BEL)
2002,13-06-2002,43950100,Group G,43950043,Mexico,Oita ,Oita Stadium Big Eye,Mexico,MEX,1,1,Italy,ITA,0,1,1,2,DRAW, ,39291,SIMON Carlos (BRA),OLIVEIRA Jorge (BRA),AWANG HAMAT Mat Lazim (MAS)
2002,14-06-2002,43950100,Group H,43950045,Tunisia,Osaka ,Osaka Nagai Stadium,Tunisia,TUN,0,0,Japan,JPN,0,2,0,2,Away_Team_Win, ,45213,VEISSIERE Gilles (FRA),ARNAULT Frederic (FRA),KOLEIT Haidar (LIB)
2002,14-06-2002,43950100,Group D,43950047,Portugal,Incheon ,Incheon Football Stadium,Portugal,POR,0,0,Korea Republic,KOR,0,1,0,1,Away_Team_Win, ,50239,SANCHEZ Angel (ARG),ALTRAIFI Ali (KSA),SZEKELY Ferenc (HUN)
2002,14-06-2002,43950100,Group D,43950048,Poland,Daejeon ,Daejeon World Cup Stadium,Poland,POL,2,3,USA,USA,0,1,2,4,Home_Team_Win, ,26482,LU Jun (CHN),FIERRO Bomer (ECU),POOL Jaap (NED)
2002,14-06-2002,43950100,Group H,43950046,Belgium,Shizuoka ,Shizuoka Stadium Ecopa,Belgium,BEL,1,3,Russia,RUS,0,2,1,5,Home_Team_Win, ,46640,NIELSEN Kim Milton (DEN),SHARP Philip (ENG),KOMALEESWARAN Sankar (IND)
2002,15-06-2002,43950200,Round of 16,43950050,Denmark,Niigata ,Niigata Stadium Big Swan,Denmark,DEN,0,0,England,ENG,3,3,3,3,Away_Team_Win, ,40582,MERK Markus (GER),MUELLER Heiner (GER),AMLER Evzen (CZE)
2002,15-06-2002,43950200,Round of 16,43950049,Germany,Jeju ,Jeju World Cup Stadium,Germany,GER,0,1,Paraguay,PAR,0,0,0,1,Home_Team_Win, ,25176,BATRES Carlos (GUA),CHARLES Curtis (ATG),DANTE Dramane (MLI)
2002,16-06-2002,43950200,Round of 16,43950052,Spain,Suwon ,Suwon World Cup Stadium,Spain,ESP,0,1,Ireland,IRL,0,1,0,2,DRAW,Spain win on penalties (3 - 2) ,38926,FRISK Anders (SWE),LINDBERG Leif (SWE),SRAMKA Igor (SVK)
2002,16-06-2002,43950200,Round of 16,43950051,Sweden,Oita ,Oita Stadium Big Eye,Sweden,SWE,0,1,Senegal,SEN,0,2,0,3,Away_Team_Win,Win on Golden Goal ,39747,AQUINO Ubaldo (PAR),GIACOMUZZI Miguel (PAR),VERGARA Hector (CAN)
2002,17-06-2002,43950200,Round of 16,43950054,Brazil,Kobe ,Kobe Wing Stadium,Brazil,BRA,0,2,Belgium,BEL,0,0,0,2,Home_Team_Win, ,40440,PRENDERGAST Peter (JAM),DUPANOV Yuri (BLR),SAEED Mohamed (MDV)
2002,17 June 200,43950200,Round of 16,43950053,Mexico,Jeonju ,Jeonju World Cup Stadium,Mexico,MEX,0,0,USA,USA,1,2,1,2,Away_Team_Win, ,36380,MELO PEREIRA Vitor (POR),MATOS Carlos (POR),BEREUTER Egon (AUT)
2002,18-06-2002,43950200,Round of 16,43950055,Japan,Rifu ,Miyagi Stadium,Japan,JPN,0,0,Turkey,TUR,1,1,1,1,Away_Team_Win, ,45666,COLLINA Pierluigi (ITA),WIERZBOWSKI Maciej (POL),SMITH Paul (NZL)
2002,18-06-2002,43950200,Round of 16,43950056,Korea Republic,Daejeon ,Daejeon World Cup Stadium,Korea Republic,KOR,0,2,Italy,ITA,0,1,0,3,Home_Team_Win,Win on Golden Goal ,38588,MORENO Byron (ECU),RATTALINO Jorge (ARG),SZEKELY Ferenc (HUN)
2002,21-06-2002,43950300,Quarter-finals,43950057,England,Shizuoka ,Shizuoka Stadium Ecopa,England,ENG,1,1,Brazil,BRA,1,2,2,3,Away_Team_Win, ,47436,RAMOS RIZO Felipe (MEX),VERGARA Hector (CAN),SAEED Mohamed (MDV)
2002,21-06-2002,43950300,Quarter-finals,43950058,Germany,Ulsan ,Munsu Football Stadium,Germany,GER,1,1,USA,USA,0,0,1,1,Home_Team_Win, ,37337,DALLAS Hugh (SCO),SHARP Philip (ENG),ALTRAIFI Ali (KSA)
2002,22-06-2002,43950300,Quarter-finals,43950060,Senegal,Osaka ,Osaka Nagai Stadium,Senegal,SEN,0,0,Turkey,TUR,0,1,0,1,Away_Team_Win,Win on Golden Goal ,44233,RUIZ Oscar (COL),RATTALINO Jorge (ARG),GIACOMUZZI Miguel (PAR)
2002,22-06-2002,43950300,Quarter-finals,43950059,Spain,Gwangju ,Gwangju World Cup Stadium,Spain,ESP,0,0,Korea Republic,KOR,0,0,0,0,DRAW,Korea Republic win on penalties (3 - 5) ,42114,EL GHANDOUR Gamal (EGY),TOMUSANGE Ali (UGA),RAGOONATH Michael (TRI)
2002,25-06-2002,43950400,Semi-finals,43950061,Germany,Seoul ,Seoul World Cup Stadium,Germany,GER,0,1,Korea Republic,KOR,0,0,0,1,Home_Team_Win, ,65256,MEIER Urs (SUI),ARNAULT Frederic (FRA),AMLER Evzen (CZE)
2002,26-06-2002,43950400,Semi-finals,43950062,Brazil,Saitama ,Saitama Stadium 2002,Brazil,BRA,0,1,Turkey,TUR,0,0,0,1,Home_Team_Win, ,61058,NIELSEN Kim Milton (DEN),WIERZBOWSKI Maciej (POL),SRAMKA Igor (SVK)
2002,29-06-2002,43950500,Third place,43950063,Korea Republic,Daegu ,Daegu World Cup Stadium,Korea Republic,KOR,1,2,Turkey,TUR,3,3,4,5,Away_Team_Win, ,63483,MANE Saad (KUW),ALTRAIFI Ali (KSA),VERGARA Hector (CAN)
2002,30-06-2002,43950600,Final,43950064,Germany,Yokohama ,International Stadium Yokohama,Germany,GER,0,0,Brazil,BRA,0,2,0,2,Away_Team_Win, ,69029,COLLINA Pierluigi (ITA),LINDBERG Leif (SWE),SHARP Philip (ENG)
2006,09-06-2006,97410100,Group A,97410001,Germany,Munich ,"FIFA World Cup Stadium, Munich",Germany,GER,2,4,Costa Rica,CRC,1,2,3,6,Home_Team_Win, ,66000,ELIZONDO Horacio (ARG),GARCIA Dario (ARG),OTERO Rodolfo (ARG)
2006,09-06-2006,97410100,Group A,97410002,Poland,Gelsenkirchen ,"FIFA World Cup Stadium, Gelsenkirchen",Poland,POL,0,0,Ecuador,ECU,1,2,1,2,Away_Team_Win, ,52000,KAMIKAWA Toru (JPN),HIROSHIMA Yoshikazu (JPN),KIM Dae Young (KOR)
2006,10-06-2006,97410100,Group B,97410003,England,Frankfurt/Main ,"FIFA World Cup Stadium, Frankfurt",England,ENG,1,1,Paraguay,PAR,0,0,1,1,Home_Team_Win, ,48000,RODRIGUEZ Marco (MEX),CAMARGO Jose Luis (MEX),LEAL Leonel (CRC)
2006,10-06-2006,97410100,Group B,97410004,Trinidad and Tobago,Dortmund ,"FIFA World Cup Stadium, Dortmund",Trinidad and Tobago,TRI,0,0,Sweden,SWE,0,0,0,0,DRAW, ,62959,MAIDIN Shamsul (SIN),PERMPANICH Prachya (THA),GHULOUM Eisa (UAE)
2006,10-06-2006,97410100,Group C,97410005,Argentina,Hamburg ,"FIFA World Cup Stadium, Hamburg",Argentina,ARG,2,2,Ivory Coast,CIV,0,1,2,3,Home_Team_Win, ,49480,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL)
2006,11-06-2006,97410100,Group C,97410006,Serbia and Montenegro,Leipzig ,Zentralstadion,Serbia and Montenegro,SCG,0,0,Netherlands,NED,1,1,1,1,Away_Team_Win, ,43000,MERK Markus (GER),SCHRAER Christian (GER),SALVER Jan-Hendrik (GER)
2006,11-06-2006,97410100,Group D,97410007,Mexico,Nuremberg ,Franken-Stadion,Mexico,MEX,1,3,Iran,IRN,1,1,2,4,Home_Team_Win, ,41000,ROSETTI Roberto (ITA),COPELLI Cristiano (ITA),STAGNOLI Alessandro (ITA)
2006,11-06-2006,97410100,Group D,97410008,Angola,Cologne ,"FIFA World Cup Stadium, Cologne",Angola,ANG,0,0,Portugal,POR,1,1,1,1,Away_Team_Win, ,45000,LARRIONDA Jorge (URU),RIAL Walter (URU),FANDINO Pablo (URU)
2006,12-06-2006,97410100,Group F,97410012,Australia,Kaiserslautern ,Fritz-Walter-Stadion,Australia,AUS,0,3,Japan,JPN,1,1,1,4,Home_Team_Win, ,46000,ABD EL FATAH Essam (EGY),DANTE Dramane (MLI),NDOYE Mamadou (SEN)
2006,12-06-2006,97410100,Group E,97410010,USA,Gelsenkirchen ,"FIFA World Cup Stadium, Gelsenkirchen",USA,USA,0,0,Czech Republic,CZE,2,3,2,3,Away_Team_Win, ,52000,AMARILLA Carlos (PAR),ANDINO Amelio (PAR),BERNAL Manuel (PAR)
2006,12-06-2006,97410100,Group E,97410009,Italy,Hanover ,"FIFA World Cup Stadium, Hanover",Italy,ITA,1,2,Ghana,GHA,0,0,1,2,Home_Team_Win, ,43000,SIMON Carlos (BRA),TAVARES Aristeu (BRA),CORONA Ednilson (BRA)
2006,13-06-2006,97410100,Group G,97410014,Korea Republic,Frankfurt/Main ,"FIFA World Cup Stadium, Frankfurt",Korea Republic,KOR,0,2,Togo,TOG,1,1,1,3,Home_Team_Win, ,48000,POLL Graham (ENG),SHARP Philip (ENG),TURNER Glenn (ENG)
2006,13-06-2006,97410100,Group G,97410013,France,Stuttgart ,Gottlieb-Daimler-Stadion,France,FRA,0,0,Switzerland,SUI,0,0,0,0,DRAW, ,52000,IVANOV Valentin (RUS),GOLUBEV Nikolai (RUS),VOLNIN Evgueni (RUS)
2006,13-06-2006,97410100,Group F,97410011,Brazil,Berlin ,Olympiastadion,Brazil,BRA,1,1,Croatia,CRO,0,0,1,1,Home_Team_Win, ,72000,ARCHUNDIA Benito (MEX),RAMIREZ Jose (MEX),VERGARA Hector (CAN)
2006,14-06-2006,97410100,Group H,97410015,Spain,Leipzig ,Zentralstadion,Spain,ESP,2,4,Ukraine,UKR,0,0,2,4,Home_Team_Win, ,43000,BUSACCA Massimo (SUI),BURAGINA Francesco (SUI),ARNET Matthias (SUI)
2006,14-06-2006,97410100,Group H,97410016,Tunisia,Munich ,"FIFA World Cup Stadium, Munich",Tunisia,TUN,1,2,Saudi Arabia,KSA,0,2,1,4,DRAW, ,66000,SHIELD Mark (AUS),GIBSON Nathan (AUS),WILSON Ben (AUS)
2006,14-06-2006,97410100,Group A,97410017,Germany,Dortmund ,"FIFA World Cup Stadium, Dortmund",Germany,GER,0,1,Poland,POL,0,0,0,1,Home_Team_Win, ,65000,MEDINA CANTALEJO Luis (ESP),GIRALDEZ CARRASCO Victoriano (ESP),MEDINA HERNANDEZ Pedro (ESP)
2006,15-06-2006,97410100,Group A,97410018,Ecuador,Hamburg ,"FIFA World Cup Stadium, Hamburg",Ecuador,ECU,1,3,Costa Rica,CRC,0,0,1,3,Home_Team_Win, ,50000,CODJIA Coffi (BEN),NTAGUNGIRA Celestin (RWA),ADERODJOU Aboudou (BEN)
2006,15-06-2006,97410100,Group B,97410019,England,Nuremberg ,Franken-Stadion,England,ENG,0,2,Trinidad and Tobago,TRI,0,0,0,2,Home_Team_Win, ,41000,KAMIKAWA Toru (JPN),HIROSHIMA Yoshikazu (JPN),KIM Dae Young (KOR)
2006,15-06-2006,97410100,Group B,97410020,Sweden,Berlin ,Olympiastadion,Sweden,SWE,0,1,Paraguay,PAR,0,0,0,1,Home_Team_Win, ,72000,MICHEL Lubos (SVK),Roman SLYSKO (SVK),BALKO Martin (SVK)
